序号,Unit,单词,真题词频,完整释义（保留红色）,标红释义,页码,词条起始页
1571,21,tactic,5,n.策略；招数；手段,,"113,114",113
1572,21,tap,6,"vt./vi.利用，开发
n.水龙头",,114,114
1573,21,tear,5,"n.眼泪；泪水；泪珠
vt./vi.撕碎；撕裂",,114,114
1574,21,theme,6,n.主题，主题思想,,114,114
1575,21,thereby,5,ad.因此；从而；由此,,114,114
1576,21,threshold,6,n.界；起始点；门槛；门口，起点,门槛,114,114
1577,21,tide,6,n.潮水；潮汐，潮水般的人流,,114,114
1578,21,tidy,4,"a.整洁的；整齐的；爱整洁的
vt./vi.收拾，整理",,114,114
1579,21,tight,6,a.紧的；牢固的；（钱）拮据的；（时间）紧的,,114,114
1580,21,twist,5,n.转折，转变，突然变化；急转弯处；曲折处,,114,114
1581,21,underlying,4,a.潜在的；隐含的；下层的；表面下的,潜在的,114,114
1582,21,undoubtedly,5,ad.无疑地,,114,114
1583,21,unity,5,n.团结一致；统一；联合，协调；和谐,,114,114
1584,21,valley,7,n.谷；山谷；溪谷,,114,114
1585,21,vessel,4,n.轮船；舰；血管，脉管；（盛液体的）容器,血管,114,114
1586,21,vice,6,n.恶行，（与性或毒品有关的）罪行,,115,115
1587,21,warrant,5,"n.执行令；授权令；许可（证）
vt.保证",许可（证）,115,115
1588,21,wheel,6,n.轮子，（汽车等的）方向盘,,115,115
1589,21,wholly,5,ad.完全地；全面地；整体地,,115,115
1590,21,worthy,8,a.值得尊敬的；值得……的；有价值的,值得尊敬的；有价值的,115,115
1591,21,youth,7,n.（统称）青年，年轻人，青春；朝气,,115,115
1592,22,acute,3,a.（情况）严重的；（感觉）强烈的；敏锐的,敏锐的,115,115
1593,22,agony,2,n.（精神或肉体的）极度痛苦,,115,115
1594,22,altitude,2,n.海拔；高处,,115,115
1595,22,aluminium,2,n.铝,,115,115
1596,22,angle,2,n.（看待问题或形势的）角度；角,,115,115
1597,22,artistic,2,a.任意的；武断的；专制的；专横的,,115,115
1598,22,artistic,3,a.艺术的，美术的；有艺术天赋的,,115,115
1599,22,arbitrary,2,a.任意的；武断的；专横的,,115,115
1600,22,augment,3,vt.增加；提高,,116,116
1601,22,authentic,3,a.真实的；真正的,真实的,116,116
1602,22,rebel,2,"n.叛军；叛乱者
vi.反抗；反叛；造反",,116,116
1603,22,bond,2,"vt./vi.（使）建立亲密关系
n.纽带，联系",,116,116
1604,22,border,3,"n.边界，国界
vt.与……接壤",边界,116,116
1605,22,captain,3,n.（尤指运动队的）队长；舰长，船长,,116,116
1606,22,carrier,3,n.运输公司；携带病菌者；运输工具,,116,116
1607,22,precaution,2,n.预防措施,,116,116
1608,22,reception,3,n.接待处；（无线电或电视等信号的）接收,接收,116,116
1609,22,susceptible,2,a.易受影响的,,116,116
1610,22,receipt,3,n.收据；收条；收到；接收,,116,116
1611,22,excellent,3,a.杰出的；极好的,,116,116
1612,22,discern,3,vt.识别；了解,,116,116
1613,22,certainty,3,n.确定性；确信,,116,116
1614,22,certificate,2,n.证明；证明书,证明书,117,117
1615,22,preceding,2,a.在前的；前面的,,117,117
1616,22,concession,2,n.妥协；让步,妥协；让步,117,117
1617,22,chemist,3,n.化学家,,117,117
1618,22,precision,3,n.精确；准确,,117,117
1619,22,decisive,2,a.决定性的；关键的；果断的；坚决的,,117,117
1620,22,concise,2,a.简明的；简洁的；（尤指词典）简缩的,,117,117
1621,22,proclaim,3,vt.宣布；宣告；声明；成为标志；表明,宣布,117,117
1622,22,declaration,2,n.声明；宣告；宣言；公告,宣言,117,117
1623,22,inclusive,3,a.包容广阔的；范围广泛的；包含全部费用,,117,117
1624,22,coalition,2,n.联盟；联合政府；结盟，联合,联盟,117,117
1625,22,comic,2,"a.滑稽的，好笑的
n.喜剧演员",,117,117
1626,22,consult,3,vt.咨询；请教；商议；商量,,117,117
1627,22,incorporate,3,vt.把（某事物）并入；包含,,117,117
1628,22,counter,3,"vt./vi.反驳；驳斥
n.柜台",,"117,118",117
1629,22,recreation,2,n.娱乐；消遣；重建；重现,娱乐；消遣,118,118
1630,22,discriminate,2,"vi.歧视；偏袒
vt./vi.辨别；区分",,118,118
1631,22,accumulate,3,vt.积累；积聚,积累；积聚,118,118
1632,22,incur,3,vt.招致；遭受；引起,招致；遭受；引起,118,118
1633,22,recur,2,vi.反复出现,,118,118
1634,22,occurrence,3,n.发生的事情；发生；出现,发生,118,118
1635,22,currency,3,n.货币，通货；被接受，传播,,118,118
1636,22,corridor,2,n.走廊，过道,,118,118
1637,22,discourse,2,n.话语；语篇；演讲，论述,,118,118
1638,22,decent,3,a.相当不错的；像样的；得体的；合宜的,,118,118
1639,22,condemn,3,vt.谴责，指责；判处；宣判,谴责,118,118
1640,22,demographic,2,n. (demographics) 人口统计数据,,118,118
1641,22,condense,2,vt./vi.（使）凝结，（使）冷凝；（使）变浓,,118,118
1642,22,dental,3,a.牙齿的；牙科的,,118,118
1643,22,dentist,3,n.牙科医生,,"118,119",118
1644,22,deteriorate,3,vi.恶化；变坏；退化,,119,119
1645,22,dedicate,3,vt.致力于，献身于,致力于,119,119
1646,22,indication,3,n.显示；表明；标示；象征,,119,119
1647,22,indicative,2,a.指示的；表明的,,119,119
1648,22,verdict,3,n.（陪审团的）裁决，裁定；意见，结论,裁决,119,119
1649,22,dignity,3,n.尊严；自尊；尊贵；高尚,,119,119
1650,22,indignation,3,n.愤怒；义愤；愤慨,,119,119
1651,22,dividend,2,n.红利；股息,,119,119
1652,22,domain,3,n.领域，范畴,领域,119,119
1653,22,donate,3,vt./vi.捐赠，捐献（尤指钱）；献（血）；捐献（器官）,捐赠；捐献；捐献,119,119
1654,22,anecdote,2,n.逸事；趣闻；传闻,趣闻,119,119
1655,22,induce,3,vt.引起；导致；诱使；劝说,,119,119
1656,22,conductor,3,n.（管弦乐队或合唱团的）指挥；导体,,119,119
1657,22,endurance,3,n.忍耐力；耐久力,,119,119
1658,22,ecology,2,n.生态；生态学,,120,120
1659,22,exemplify,2,vt.举例说明；例证；是……的典范,,120,120
1660,22,exempt,3,"vt.免除；豁免
a.被免除的",,120,120
1661,22,equation,2,n.（须综合考虑的）影响因素,,120,120
1662,22,energetic,3,a.精力充沛的；积极的；充满活力的,,120,120
1663,22,essence,3,n.实质；本质；香精；精油,,120,120
1664,22,interface,2,n.（软件的用户）界面；接口,,120,120
1665,22,preface,2,"n.（书的）前言
vt.以……作为开场白",前言,120,120
1666,22,fatigue,3,n.疲倦；疲劳,,120,120
1667,22,differentiate,3,"vt./vi.区分；辨别
vt.构成……间差别的特征",区分；辨别,120,120
1668,22,confer,2,"vt.赋予，授予（权力、荣誉等）
vi.商议；商谈",授予,120,120
1669,22,fertile,3,a.肥沃的；富饶的；能生育的,肥沃的；能生育的,120,120
1670,22,fertilizer,2,n.肥料,,120,120
1671,22,confess,2,vt./vi.承认（自己感到羞愧或尴尬的事）,承认,120,120
1672,23,deficiency,3,n.缺乏；缺少；缺陷；缺点,,121,121
1673,23,superficial,3,a.表面的；外表的；肤浅的；粗略的,表面的；肤浅的,121,121
1674,23,proficiency,2,n.精通；熟练,,121,121
1675,23,feasible,3,a.行得通的；可行的,,121,121
1676,23,confidential,2,a.机密的；保密的,,121,121
1677,23,profile,3,n.形象；印象；简介；概述；轮廓；外形,轮廓,121,121
1678,23,finite,3,a.有限的；限定的,,121,121
1679,23,infinite,2,a.无穷尽的；无限的；（数量或程度上）极大的,,121,121
1680,23,affirm,2,vt.证实，确认；坚定（感觉、信念或观点）,证实,121,121
1681,23,fiscal,3,a.财政的；国库的,,121,121
1682,23,flexible,3,a.可变动的；灵活的；可弯曲的,,121,121
1683,23,superfluous,3,a.过剩的；过多的；多余的,,121,121
1684,23,enforce,3,vt.强制执行，强行实施（法律或规定）,,121,121
1685,23,conform,3,vi.遵守，遵从（法律、规定等）,,121,121
1686,23,fortunate,3,a.幸运的；有幸的,,121,121
1687,23,fragile,3,a.脆弱的；易碎的；易损的,脆弱的；易碎的,122,122
1688,23,frontier,3,n.国界，边境；（尤指知识的）前沿，尖端,,122,122
1689,23,diffuse,3,"vt.减弱，平息（不良情绪或局面）
vt./vi.传播",,122,122
1690,23,refute,2,vt.反驳（陈述或观点）；否认,,122,122
1691,23,geography,3,n.地理学；地势；地貌,,122,122
1692,23,geology,3,n.地质学；（某地区的）地质,,122,122
1693,23,pregnant,3,a.怀孕的；妊娠的,,122,122
1694,23,hydrogen,2,n.氢；氢气,,122,122
1695,23,genre,2,n.体裁，类型,,122,122
1696,23,grand,2,a.宏伟的；宏大的,,122,122
1697,23,aggravate,3,vt.使恶化；使严重；使恼火；激怒,使恶化,122,122
1698,23,grave,3,"a.严重的；严峻的
n.死亡；逝世；坟墓",,122,122
1699,23,agreeable,2,a.愉悦的；讨人喜欢的；欣然同意,,122,122
1700,23,gratitude,2,n.感激之情；感谢,,122,122
1701,23,gross,3,a.总的；毛的；严重的；重大的,,"122,123",122
1702,23,harmony,3,n.和睦；融洽；和声；协调；和谐,,123,123
1703,23,inherit,2,"vt./vi.继承（金钱或财产）
vt.经遗传获得",,123,123
1704,23,prohibit,3,vt.禁止,,123,123
1705,23,historic,3,a.历史（性）的；历史上的,,123,123
1706,23,humidity,3,n.温度；潮湿,,123,123
1707,23,hygiene,3,n.卫生,,123,123
1708,23,identical,3,a.相同的；完全同样的,,123,123
1709,23,imaginary,2,a.想象中的；虚构的,,123,123
1710,23,imitation,3,n.模仿；效仿；仿制品，赝品,,123,123
1711,23,imperative,3,"n.必要的事；重要紧急的事
a.极重要的",,123,123
1712,23,irony,3,n.有讽刺意味的情况；反语；反话,,123,123
1713,23,isolate,3,vt.使脱离；使孤立,,123,123
1714,23,peninsula,3,n.半岛,,123,123
1715,23,exit,3,"n.退出；离去；出口；通道
vt./vi.离开",,"123,124",123
1716,23,adjective,3,n.形容词,,124,124
1717,23,conjunction,3,n.（事件的）同时发生；连词,,124,124
1718,23,jurisdiction,3,n.管辖权；管辖区域,,124,124
1719,23,lateral,2,a.横向的；侧面的,,124,124
1720,23,delete,3,vt.删除；删去,,124,124
1721,23,alleviate,3,vt.缓解；减轻；暖和,,124,124
1722,23,deliberate,3,"a.早有计划的；故意的
vi.仔细考虑",,124,124
1723,23,liberty,2,n.自由,,124,124
1724,23,eligible,3,a.有资格的；合格的,有资格的；合格的,124,124
1725,23,obligation,2,n.（道义或法律上的）义务，责任，职责,,124,124
1726,23,align,3,"vt.与……结盟
vt./vi.（使）排成一直线",,124,124
1727,23,preliminary,3,a.初步的；预备性的,初步的,124,124
1728,23,linguistic,3,a.语言的；语言学的,,124,124
1729,23,illiterate,2,a.不识字的；文盲的；了解不多的，外行的,不识字的,124,124
1730,23,allocate,3,vt.分配；配给,,125,125
1731,23,analogue,3,"a.模拟
n.相似物；类似物",,125,125
1732,23,catalogue,3,n.目录；目录簿；一连串,,125,125
1733,23,analogy,2,n.类比；比喻；类推；比拟,,125,125
1734,23,logic,3,n.逻辑；逻辑学；合乎情理的原因,,125,125
1735,23,lottery,2,n.抽彩给奖法；碰运气的事,,125,125
1736,23,lucrative,2,a.赚大钱的；获利多的,,125,125
1737,23,paralyse,2,vt.使瘫痪；使麻痹,,125,125
1738,23,analytical,3,a.头脑缜密的，条分缕析的,,125,125
1739,23,magnitude,3,n.巨大；重大；重要性,重要性,125,125
1740,23,manipulate,3,vt.（熟练地）操作；（暗中）操纵,操作,125,125
1741,23,marine,3,a.海洋的,,125,125
1742,23,masculine,2,a.男性的；男子的,男性的,125,125
1743,23,mature,3,a.（想法，计划）全面的；慎重的；发育完全的,,125,125
1744,23,maximum,3,a.最大量的，最大限度的,最大量的；最大限度的,125,125
1745,23,remedy,3,"n.解决方法；疗法；治疗
vt.改善；纠正",疗法；纠正,126,126
1746,23,mend,3,"vt./vi.（使）痊愈
vt.修理；修补",,126,126
1747,23,merchant,3,"n.批发商；商人
a.商船的",,126,126
1748,23,immerse,2,vt.使沉浸（于）；使浸没于,,126,126
1749,23,geometry,3,n.几何学；几何形状,,126,126
1750,23,immense,3,a.巨大的；极大的,,126,126
1751,23,emigrate,3,vi.移居国外；移民,,126,126
1752,24,omit,2,vt.忽略；漏掉；遗漏,,126,126
1753,24,premise,3,n.前提；假定,,126,126
1754,24,emit,3,vt.排放，散发，发出（热、光、气或气味）,,126,126
1755,24,accommodation,3,n.住处；住宿,住处,126,126
1756,24,modernization,2,n.现代化,,126,126
1757,24,naive,2,a.幼稚的；无知的；天真的；率直的,,126,126
1758,24,negligible,2,a.微不足道的；可忽略不计的,,"126,127",126
1759,24,neutral,3,a.（声音或表情）不露声色的,,127,127
1760,24,denote,2,vt.表示；意指；是……的标志,,127,127
1761,24,novelty,3,n.新奇；新颖；新颖小巧而廉价的物品,,127,127
1762,24,numerous,2,a.众多的；许多的,众多的；许多的,127,127
1763,24,petroleum,2,n.石油；原油,,127,127
1764,24,anonymous,2,a.不知姓名的；匿名的；不具名的；平淡无奇的,,127,127
1765,24,cooperative,3,"a.合作的；协作的
n.合作企业",合作的,127,127
1766,24,operational,3,a.操作的；运营的；可使用,操作的；运营的,127,127
1767,24,subordinate,3,"n.下属；下级
a.从属的；下级的",下级,127,127
1768,24,extraordinary,2,a.非凡的，出色的；异乎寻常的,,127,127
1769,24,orderly,3,a.有秩序的；有条理的；守秩序的；表现良好的,,127,127
1770,24,ornament,2,"n.为……增添光彩的人（或事物）；装饰
vt.装饰；点缀",装饰；装饰,127,127
1771,24,transparent,2,a.透明的；清楚易懂的,,127,127
1772,24,partial,3,a.部分的；不完全的；偏袒的；不公平的,部分的；偏袒的,"127,128",127
1773,24,particle,2,n.粒子；颗粒；微粒,颗粒；微粒,128,128
1774,24,impatient,3,a.不耐烦的；没有耐心的；迫不及待的,,128,128
1775,24,surpass,3,vt.超过；胜过,,128,128
1776,24,repel,2,vt.击退；驱逐；驱除；赶走；使厌恶；使恐惧,,128,128
1777,24,compulsory,2,a.义务的；强制性的,义务的,128,128
1778,24,expenditure,3,n.支出（额），开支（额）；耗费，花费,开支,128,128
1779,24,pessimistic,3,a.悲观的，悲观主义的,,128,128
1780,24,appetite,3,n.食欲；胃口；强烈欲望,,128,128
1781,24,perpetual,2,a.持续的；一再反复的；终身的；永久的,一再反复的；永久的,128,128
1782,24,pit,3,"n.深洞；深坑
vt.在……上打洞",,128,128
1783,24,symphony,2,n.交响乐；交响曲,,128,128
1784,24,physicist,2,n.物理学家,,128,128
1785,24,compile,3,vt.汇编；编制,,128,128
1786,24,empirical,2,a.以实验（或经验）为依据的；经验主义的,,128,128
1787,24,plague,2,"n.灾难，祸患；瘟疫；疫病
vt.困扰；折磨",,"128,129",128
1788,24,transplant,2,vt.移植（器官、皮肤等）；移种（植物）,移植,129,129
1789,24,plausible,3,a.可信的；有道理的,,129,129
1790,24,appliance,3,n.（家用）电器，器具,电器；器具,129,129
1791,24,duplicate,2,"vt.复制；复印
a.复制的；副本的",,129,129
1792,24,compliment,3,"n.赞美；恭维
vt.赞美；恭维",,129,129
1793,24,plentiful,3,a.丰富的；充足的,,129,129
1794,24,applicable,3,a.适用的，适合的,,129,129
1795,24,explode,2,"vt./vi.爆炸；爆破
vi.突然爆发（感情）；激增",,129,129
1796,24,polish,3,"vt./vi.磨光；擦光
vt.润色；修改
n.擦光剂",,129,129
1797,24,postpone,3,vt.推迟；使延期；延缓,,129,129
1798,24,posture,2,n.（坐立的）姿势；态度；立场,,129,129
1799,24,disposal,2,n.处理；清除,,129,129
1800,24,disposition,3,n.性情；性格；布置；安排；倾向,,129,129
1801,24,proposition,2,n.主张；观点；任务，事情；提案；提议,主张,130,130
1802,24,predator,4,n.捕食性动物；捕食者；剥削者；掠夺者,,130,130
1803,24,compress,2,"vt./vi.压缩，（被）压紧
vt.精简；浓缩",,130,130
1804,24,probe,2,vt./vi.探究，打探,,130,130
1805,24,probability,2,n.可能性；概率,,130,130
1806,24,prone,3,a.易于……的,,130,130
1807,24,purify,2,vt.净化；使纯净,,130,130
1808,24,quantitative,2,a.量化的；定量的,,130,130
1809,24,conquer,3,vt.（成功地）对付，克服；征服；占领,,130,130
1810,24,query,2,"n.疑问；询问
vt.质疑，对……表示疑问",,130,130
1811,24,erase,3,vt.消除；消灭；抹去；擦掉，抹掉（笔迹等）,,130,130
1812,24,rational,3,a.理性的；合理的；理智的；清醒的,理性的；合理的,130,130
1813,24,erect,2,vt.建造；建立；竖立；搭起,,130,130
1814,24,regime,3,n.制度；政权,政权,130,130
1815,24,arrest,3,"n.逮捕；拘捕
vt.逮捕；拘留",,"130,131",130
1816,24,rhetoric,2,n.华而不实的言语；花言巧语；修辞艺术,,131,131
1817,24,rotate,2,vt./vi.（使）旋转，转动；（人员）轮换，轮值,,131,131
1818,24,abrupt,3,a.突然的；意外的；（言语、行为）唐突的,突然的,131,131
1819,24,erupt,2,vi.突然发生；爆发；（火山）爆发,,131,131
1820,24,sacred,3,a.神圣的；上帝的,,131,131
1821,24,descendant,2,n.后代；后裔,,131,131
1822,24,microscope,3,n.显微镜,,131,131
1823,24,prescribe,2,vt.开（药、处方）；规定，指定,,131,131
1824,24,subscribe,3,vi.订阅，订购（杂志或报纸）；定期捐款,订阅,131,131
1825,24,manuscript,2,n.原稿；手稿,原稿；手稿,131,131
1826,24,prescription,3,n.处方；药方；医生开的药；开处方,,131,131
1827,25,secondary,3,a.中学的；中学教育的；次要的；继发性的,中学的,131,131
1828,25,prosecute,3,"vt./vi.起诉；控告
vt.继续（做某事）",,131,131
1829,25,assembly,2,n.装配；组装；集会,装配,"131,132",131
1830,25,assimilate,2,"vt./vi.（使）同化
vt.透彻理解；吸收",同化；吸收,132,132
1831,25,presently,3,ad.目前，现在，此刻；很快，马上,,132,132
1832,25,resent,3,vt.憎恶；怨恨,,132,132
1833,25,reservation,2,n.预订；预约；保留（意见）,,132,132
1834,25,considerate,2,a.替他人着想的；体贴的,,132,132
1835,25,preside,2,vi.负责；主持,,132,132
1836,25,designate,2,vt.指定；命名；选定，指派；标明；指明,指派,132,132
1837,25,silicon,2,n.硅,,132,132
1838,25,singular,2,a.显著的；单数的；单数形式的；奇特的,,132,132
1839,25,consistent,3,a.—致的；持续的；连续的；相互连贯的,—致的；持续的,132,132
1840,25,skim,2,vt./vi.浏览；略读；（使）掠过,,132,132
1841,25,resolution,3,n.决议；解决；决心；决定,决议,132,132
1842,25,sophisticated,3,a.复杂巧妙的；先进的；见多识广的；老练的,复杂巧妙的,132,132
1843,25,spectrum,2,n.范围,范围,132,132
1844,25,conspicuous,2,a.易见的；明显的,明显的,133,133
1845,25,specialize,3,vi.专门研究（或从事）,,133,133
1846,25,spiritual,3,a.精神的；心灵的,精神的,133,133
1847,25,spontaneous,2,a.（行为）自然的，自发的,,133,133
1848,25,correspondent,2,n.记者；通讯员；通信者,,133,133
1849,25,correspondence,3,n.通信；通信联系；相关；相似,,133,133
1850,25,stern,3,a.（法令，陈述）严格的；（竞争，对立）严峻的,严峻的,133,133
1851,25,destination,2,n.目的地；终点,,133,133
1852,25,stationary,2,a.不动的；静止的；固定的,,133,133
1853,25,distinct,2,a.不同的；有区别的；明显的；清晰的,,133,133
1854,25,constituent,3,"n.选民，选举人；成分；构成要素
a.组成的",选民；成分；组成的,133,133
1855,25,destruction,3,n.破坏；摧毁；毁灭,,133,133
1856,25,studio,3,n.（艺术家的）工作室；演播室；制作室,,133,133
1857,25,persuasion,2,n.劝说；说服；（宗教或政治）信仰,说服；信仰,133,133
1858,25,resume,3,n.简历，履历；概述,,133,133
1859,25,superiority,3,n.优越（性）；优势；优越感，骄傲自大,,134,134
1860,25,insure,3,"vt.保证，确保
vt./vi.投保，给……保险",保证；投保,134,134
1861,25,assurance,2,n.把握；信心；保证；承诺,,134,134
1862,25,detach,3,vt./vi.（使）脱离；拆卸,,134,134
1863,25,detector,3,n.探测器；检测器,,134,134
1864,25,tedious,2,a.单调乏味的；令人厌烦的,,134,134
1865,25,contemplate,3,"vt.考虑；思量
vt./vi.深思；细想",考虑,134,134
1866,25,intensive,3,a.集约的；密集的；短时间内紧张进行的,,134,134
1867,25,tense,2,"n.（动词的）时态
a.绷紧的",,134,134
1868,25,pretend,2,vt./vi.假装；佯装；（在游戏中）装扮，扮作,,134,134
1869,25,tentative,2,a.暂定的；不确定的；犹豫不定的；不果断的,,134,134
1870,25,terminate,2,vt./vi.（使）结束，（使）终止,,134,134
1871,25,therapy,3,n.疗法；治疗；心理治疗,,134,134
1872,25,synthetic,3,a.人造的；（人工）合成的,,134,134
1873,25,continual,3,a.持续的，不间断的；一再的；反复的,,135,135
1874,25,toxic,3,a.有毒的（资产）；毒性的；有毒的,,135,135
1875,25,tractor,3,n.拖拉机,,135,135
1876,25,intricate,2,a.错综复杂的,,135,135
1877,25,tune,3,"vt.调频道；调台
n.曲子；曲调",,135,135
1878,25,turbulent,2,a.动荡的；混乱的；汹涌的；猛烈的,动荡的；混乱的,135,135
1879,25,abound,2,vi.大量存在；有许多,大量存在,135,135
1880,25,vacant,2,a.空着的；未被占用的；呆滞的；茫然的,,135,135
1881,25,vacuum,2,n.空虚；真空,真空,135,135
1882,25,prevail,3,vi.普遍存在；盛行；（尤指长时间斗争后）战胜,,135,135
1883,25,invalid,2,"a.无效的；作废的
n.病弱者；病人",,135,135
1884,25,prevalent,3,a.流行的；盛行的；普遍存在的,,135,135
1885,25,revelation,3,n.被暴露的真相；被曝光的秘闻；揭露,,135,135
1886,25,velocity,2,n.（沿某一方向的）速度,,135,135
1887,25,avenue,3,n.大道；（尤指）林荫大道；途径，方法,,"135,136",135
1888,25,Intervence,3,vi.干预；干涉；介入,,136,136
1889,25,converge,2,vi.（不同的思想、社会等）趋同；（人群）聚集,聚集,136,136
1890,25,invert,2,vt.使颠倒；使倒置,,136,136
1891,25,divert,3,vt.改变（资金、资源）的用途；转移，分散（注意力）,,136,136
1892,25,diversion,2,n.消遣，娱乐；转向；转移,,136,136
1893,25,conversely,3,ad.相反地,,136,136
1894,25,conviction,3,n.定罪；证明有罪；坚定的看法（或信念）,定罪,136,136
1895,25,violent,3,a.暴力的；激情的；剧烈的；猛烈的,暴力的,136,136
1896,25,virgin,2,"a.原始状态的；未改变的；贞洁的
n.新手",,136,136
1897,25,subway,3,n.地铁；地下通道,,136,136
1898,25,voyage,2,n.航行；航天,航行,136,136
1899,26,breakdown,2,n.（体系的）崩溃；（关系的）破裂,,136,136
1900,26,bypass,3,vt.绕过；避开,,136,136
1901,26,countryside,4,n.乡村；农村,,"136,137",136
1902,26,cyberspace,3,n.网络空间,,137,137
1903,26,drawback,2,n.缺点；不利条件,,137,137
1904,26,eyebrow,3,n.眉毛,,137,137
1905,26,foremost,3,a.最重要的；最著名的,最著名的,137,137
1906,26,forthcoming,2,a.即将发生（或出版等）的,,137,137
1907,26,headquarters,2,n.司令部；总部,,137,137
1908,26,housework,3,n.家务劳动；家务事,,137,137
1909,26,lifetime,3,n.一生；终生；（事物的）使用期,,137,137
1910,26,masterpiece,3,n.杰作；名著,杰作；名著,137,137
1911,26,meantime,3,ad.在此期间，与此同时,,137,137
1912,26,nearby,3,"a.附近的；邻近的
ad.在附近；不远",,137,137
1913,26,nightmare,3,n.噩梦；梦魇,,137,137
1914,26,outbreak,2,n.（暴力、疾病等坏事的）爆发，突然发生,,137,137
1915,26,outrage,2,"n.愤怒；义愤
vt.使震怒；激怒",愤怒,137,137
1916,26,outset,2,n.开始，起始,,138,138
1917,26,overhead,2,"n.（企业的）日常费用
ad.在头上方；在空中",,138,138
1918,26,roundabout,3,"a.迂回的；间接的
n.（交通）环岛",迂回的,138,138
1919,26,shortcoming,2,n.短处；缺点,,138,138
1920,26,shorthand,2,n.速记（法）,,138,138
1921,26,sometime,3,"ad.某个时间
a.曾经的，以前的",,138,138
1922,26,spacecraft,3,n.宇宙飞船；航天器,,138,138
1923,26,upright,3,a.直立的；挺直的,直立的,138,138
1924,26,upstairs,2,"ad.上楼；往楼上
a.楼上的",,138,138
1925,26,viewpoint,3,n.观点；看法；角度,,138,138
1926,26,warehouse,3,n.仓库；货栈,,138,138
1927,27,abide,3,"vt.容忍
vi.停留",停留,138,138
1928,27,aboard,3,ad.在船（飞机，火车）上；上船（飞机，火车）,,138,138
1929,27,acclaim,2,"n.（尤指对艺术成就的）称誉
vt.称赞",称赞,"138,139",138
1930,27,accommodate,2,"vt./vi.适应（新情况）
vt.为……提供住宿；容纳",适应；为……提供住宿,139,139
1931,27,accuse,3,vt.指责；控告,控告,139,139
1932,27,additional,3,a.额外的；附加的,,139,139
1933,27,administer,2,vt.管理（公司、组织、机构等）；治理（国家）,,139,139
1934,27,amid,2,prep.在……过程中；在……中,,139,139
1935,27,anchor,2,n.电（视）台节目主持人；锚,锚,139,139
1936,27,annoy,2,vt.使生气；使恼怒；打扰；骚扰,使生气；使恼怒,139,139
1937,27,antique,3,"n.古董；古玩
a.古董的；古老的",,139,139
1938,27,apparatus,3,n.装置；仪器；器械,,139,139
1939,27,appendix,2,n. (pl.appendices/appendixes)附录；阑尾,,139,139
1940,27,assault,2,"vt.袭击，猛烈攻击
n.抨击；（军事上）攻击",,139,139
1941,27,await,3,vt.等待；等候；期待,,139,139
1942,27,bare,2,a.最少的；最低限度的；裸露的,,139,139
1943,27,barn,3,n.畜棚；谷仓,,"139,140",139
1944,27,barrel,2,n.桶,,140,140
1945,27,beard,3,n.（人的）络腮胡子；（动物的）颔毛,,140,140
1946,27,bend,2,n.（尤指道路或河流的）拐弯，弯道,,140,140
1947,27,bind,3,"vt.把……紧紧联系在一起；捆绑
n.困境",,140,140
1948,27,bitter,2,a.痛苦的，辛酸的；味苦的；愤愤不平的,,140,140
1949,27,bizarre,2,a.古怪的；奇异的,,140,140
1950,27,bleak,2,a.不乐观的；暗淡的；阴冷的；荒凉的,暗淡的,140,140
1951,27,blunder,2,n.愚蠢（或粗心）的错误,,140,140
1952,27,blur,3,vt./vi.（使）难以区分，模糊；（使）视线模糊,,140,140
1953,27,boast,3,"vt./vi.吹嘘，夸耀，夸口
vt.拥有
n.吹嘘",,140,140
1954,27,bolster,3,vt.加强；改善,,140,140
1955,27,bore,2,"vt./vi.挖，掘，开凿（洞）
vt.使厌烦",,140,140
1956,27,boycott,3,vt.拒绝购买（或使用、参加）；抵制,,140,140
1957,27,brake,2,"vt./vi.刹车；刹住（车）
n.阻力；障碍",,"140,141",140
1958,27,breast,2,n.（女人的）乳房；胸膛；胸部；情感；心窝,,141,141
1959,27,bridge,3,"n.桥；纽带，桥梁
vt.消除（分歧）",,141,141
1960,27,bronze,3,"n.青铜
a.青铜色的；深红棕色的",,141,141
1961,27,bubble,2,n.泡沫（很可能持续不长的好景或好运）,,141,141
1962,27,bulb,2,n.电灯泡；球茎,,141,141
1963,27,bulk,3,n.大宗，大批（买卖）,,141,141
1964,27,bunch,2,n.一群，一伙；束；串；扎,,141,141
1965,27,bureau,3,n.办事处，机构,办事处,141,141
1966,27,burst,3,"vi.突然爆发（某种感情）
n.迸发；突发",,141,141
1967,27,bury,3,vt.埋藏；把（某物）掩藏在底下；安葬,,141,141
1968,27,butcher,2,"n.肉店；肉铺；屠夫；肉贩
vt.宰杀；屠杀",,141,141
1969,27,cabin,3,n.机舱，客舱；（通常为木制的）小屋,,141,141
1970,27,calorie,3,n.卡路里,,141,141
1971,27,canteen,2,n.餐厅；食堂；（士兵等用的）水壶,,142,142
1972,27,carpet,3,"n.地毯
vt.（树叶、植物等）完全覆盖",,142,142
1973,27,carve,3,"vt./vi.雕刻；把（熟肉）切成块
vt.开创（事业）",,142,142
1974,27,castle,2,n.城堡；堡垒,,142,142
1975,27,cement,2,"vt.加强，巩固（关系等）
n.水泥",,142,142
1976,27,chaos,2,n.混乱；杂乱；紊乱,,142,142
1977,27,chapter,3,n.（书的）章，篇；（人生或历史的）时期,,142,142
