序号,Unit,单词,真题词频,完整释义（保留红色）,标红释义
306,5,illustrate,0,v（用图或例子)说明，痔明，加插图,说明；加插图
307,5,illustration,0,n.说明，例证，揪图，图解,例证；播图；图解
308,5,image,0,n.形象，肖像，影像，映像v反映,形象；反映
309,5,imagine,0,v.避想象，设想，料想，猜想,想象；料想；猜想
310,5,imaginary,0,adj.想象的，虚构的,想象的；虚构的
311,5,imagination,0,n.想象，空想，想象力,想象；空想；想象力
312,5,imaginative,0,adj.富有想象力的，爱想象的,富有想象力的
313,5,imitate,0,vt.模仿，仿效，仿造，伪造,模仿；仿效
314,5,imitation,0,n.模仿，仿效，仿制，仿制品,模仿；仿制
315,5,lead,0,v(led)领导，引导，领先，占首位;(to)通向，导致，引起mn.带领引导,领导；引导；领先；通向；导致
316,5,leadership,0,n.领导，领导层,领导；领导层
317,5,leading,0,adj.领导的，指引的，顶尖的，位居前列的，最主要的，核心的,领导的；顶尖的；位居前列的；最主要的
318,5,legal,0,adj.法律的，法定的;合法的，正当的,法律的；合法的
319,5,legislation,0,n.立法，法律的制定（或通过),立法；法律的制定（或通过)
320,5,legitimate,0,adj.合法的，合理的，正统的,合法的；合理的
321,5,leisure,0,n.空闲，闲暇;悠闲，安逸,闲暇；悠闲；安逸
322,5,level,0,n.数量;程度，浓度，水平，层次;级别v（尤指用枪)瞄准，对准adj.等高的，地位相同的;价值相等的,程度
323,5,lever,0,n.杠杆;控制（操纵)杆，把手;工具，手段v用杠杆插，操纵，控制,杠杆；控制（操纵)杆；用杠杆援
324,5,levy,0,n.征收，征税vt.征收，征集，征用,征收；征税
325,5,manage,0,"v.经营，管理，处理，设法对付;操纵,运用",经营；管理；处理；设法对付
326,5,management,0,n.经营，管理，管理部门,经营；管理；管理部门
327,5,mandate,0,n.(政府或组织等经选举而获得的)权力，授权;(官方的)命令，指令;(政府的)任期v强制执行，委托办理;授权,授权；命令；强制执行
328,5,manifest,0,adj.显然的，明了的v显示，表明，表露，显露;证明，证实,显然的；显示；表明
329,5,manipulate,0,"vt.(熟练地)操作，(巧妙地)处理,(尤指用权势或不正当手段)操纵，控制",操作；处理；操纵；控制
330,5,manner,0,n.方式，方法举止，风度;礼角，规矩,方式；举止；礼狐
331,5,margin,0,n.页边空白，边缘，余地，差额，【解】n.差距；利润,页边空白；差额；差距；利润
332,5,marginal,0,adj.记在页边的，边缘的,边缘的
333,5,mass,0,n.大量，众多，团，块，群众，民众;质量,大量；团；块；群众；质量
334,5,massive,0,adj.大而重的，厚实的，粗大的;大规模的，大量的,大规模的；大量的
335,5,massacre,0,n.残杀，大屠杀vt.残杀，集体屠杀,大屠杀；集体屠杀
336,5,occupation,0,n.占领，占据，占用，职业，工作,占领；职业；工作
337,5,occupy,0,vt.占用，占有，使从事，占领，侵占;担任（职务)，居（（某种地位)【解】v.使从于,占用；占领；使念于
338,5,occur,0,vv发生，存在，出现，被发现，被想到,发生；存在；出现
339,5,occurrence,0,n.事件，事故，发生的事情;发生，出现（过程),事件；发生的事情；发生
340,5,offend,0,v.冒犯，使生气，违犯，违反，使厌恶，使不舒服,冒犯；违犯；违反
341,5,offer,0,v.提供，提出;呈现，出现nm.提供，出价,提供；提出
342,5,offset,0,V（offsetting，offset，offset)补偿，抵消nm.补偿，抵消,补偿；抵消
343,5,offspring,0,n.子孙，后代;结果，产物,子孙；后代
344,5,paragraph,0,n.段，节;小新闻，短评,段；小新闻
345,5,paralyse,0,vt.使竣疾，使麻癣;使背失作用,使竣疾
346,5,parallel,0,n.平行线，平行面，相似物，相似处，显示相似处的比较，比拟，纬线，平行图adj.平行的，类似的，相同的,相似物；平行的；类似的
347,5,part,0,"n.部分，片段，一点;成员，成分，器官，部位;组成部分，部件，零件;地区，区域，参加,参与;等份,份adv部分地v离开，分别;分离，隔离;分散，解散",部分；零件；地区；离开；分离
348,5,partial,0,adj.部分的，不完全的，偏向一方的，偏祖的，偏爱的,部分的；不完全的；偏祖的
349,5,participant,0,n.参加者，参与者,参加者；参与者
350,5,participate,0,v(in)参与，参加;(in，with)分享，分担,参与；参加
351,5,particle,0,n.粒子，微粒，极少量,微粒；极少量
352,5,particular,0,adj.特殊的，特别的，特定的，特指的，细致的，苛求的，挑剔的mn.详情，细目,特殊的；特定的；特指的
353,5,partly,0,adv.部分地，不完全地,部分地
354,5,partner,0,n.合作者，伙伴;配偶，伴但。v.结成伙伴，做搭档，配对,合作者；伙伴；配偶；伴侣
355,5,passion,0,"mn扼情，激情，爱好;激怒,大儿",激情；爱好
356,5,passive,0,adj.被动的，消极的,被动的；消极的
357,5,quick,0,adj.迅速的，敏捷的。adv（置于动词后，等于quickly)迅速地，快,迅速的；敏捷的
358,5,quit,0,v.停止，放弃，离开，群去,停止；放弃；离开；辞去
359,5,quest,0,寻求，导寻找，探索nm探索，寻找，和追求(在福等),寻找；探索；追求
360,5,questionnaire,0,n.问卷，征求意见表,问卷；征求意见表
361,5,quote,0,v.引用，引述，援引,引用；引述
362,5,span,0,n.跨度，跨距，一段时间,跨度；一段时间
363,5,spare,0,adj.多余的，剩下的;备用的，额外的vt.节约，节省;抽出，让给,多余的；备用的；抽出
364,5,schedule,0,n.时间表，进度表vt.安排，排定,时间表；进度表；安排
365,5,scheme,0,vv计划，策划，搞阴谋mn.计划，方案，阴谋，诡计，结构，布局,搞阴谋；计划；方案
366,5,science,0,科学，学科，自然科学,科学；学科
367,5,scientific,0,adj.科学的，关于科学的;细致严谨的,科学的
368,5,scientist,0,n.科学家,科学家
369,6,patch,0,n.补丁补片，碎片，碎屑，小块士地vt.修补，拼制，拼凑【解】v.调停，解决,小块土地；修补；调停；解决
370,6,patent,0,"n.专利，专利权，专利品adj.专利的,特许的，受专利保护的vt.批准专利，获得专利",专利；专利权；专利的；获得专利
371,6,pattern,0,n.模范，榜样，模式，样式，花样，图案，形状，方式，风格v(on，upon，after)仿制【解】v（一oneself/sthon)模仿，仿造,模式；样式；方式；模仿；仿造
372,6,pay,0,v.支付，付出;给予（注意)，进行访问等n.工资，薪金,支付；付出；给予（注意)；工资；薪金
373,6,payment,0,n.支付，付款额,支付；付款额
374,6,peculiar,0,adj.奇怪的，古怪的，特有的，独特的,奇怪的；古怪的；特有的；独特的
375,6,peer,0,"n.（（身份或地位)相同的人，同辈,英国)贵族v仔细看，凝视，关视",（身份或地位)相同的人；同辈；仔细看；凝视
376,6,per,0,prep.每，每一，经，由,每；每一
377,6,perceive,0,vt.感知，感觉，察觉，理解，认识到，认为,察觉；理解；认识到；认为
378,6,percentage,0,n.百分比，百分率，百分数,百分比；百分率
379,6,perfect,0,"adj.完美的，理想的，完全的，十足的vt,使完美，改善",完美的；完全的；使完美；改善
380,6,rail,0,n.铁路，铁轨，轨道；栏杆，围栏,铁路；铁轨；栏杆
381,6,railroad,0,n.铁路v由铁路运输;使（议案等)草草通过【解】v.迫使…仓促行事,铁路；由铁路运输；迫使…仓促行事
382,6,raise,0,vt.举起，提高，增加，竖起，建立，提出，发起n.提高，增加（（工资),提高；增加；提出；增加（工资)
383,6,rally,0,vv集合，团结，恢复(健康等)，重新振作_n.(群众)集会，(群众)大会:公路汽车赛,集合；集会
384,6,random,0,adj.胡乱的，任意的，随意的n.任意，随意（现多用于at>),任意的；随意的；任意
385,6,range,0,n.（（山、丘等连贯而成的)脉;排，行，一系列，幅度，范围，领域v排列，排成行;(在某范围内)变化，变动,一系列；范围；领域；变化
386,6,rank,0,"n.排，行，列，社会地位，阶级，级别;军阶,军衔v排列;分等级，把…分类",社会地位；级别；排列；分等级
387,6,master,0,n.主人，雇主，师傅，能手，大家，大师vt.精通，掌握adj.热练的，精通的,能手；大师；精通；掌握；热练的
388,6,masterpiece,0,n.杰作，名著,
389,6,mate,0,n.伙伴，同事;配偶，性伴侣,配偶
390,6,material,0,n.材料，原料，资料。adj.物质的，实体的,材料；原料；物质的；实体的
391,6,mathematical,0,adj.数学(上)的;精确的,数学(上)的
392,6,mature,0,adj.熟的，成熟的;成年人的v使成熟,成熟的；使成熟
393,6,maximum,0,"n,.最大值，极限adj.最大的，最高的，最强的",最大值；极限；最大的；最高的
394,6,mean,0,vt.表示…的意思，意指;意欲，打算。n.平均值adj.插鄙的，吝前的，小气的;低劣的，简陋的;中间的，平均的,意指；打算；平均的
395,6,meaning,0,n.意义，意思，含义adj.有意义的，意味深长的,意义；意思
396,6,means,0,n.方法，手段，财富，资产,方法；手段
397,6,meantime,0,n.其间，其时adv同时，其间,其间；同时
398,6,meanwhile,0,n.其间，其时adv同时，当时,其间；同时
399,6,measure,0,v.衡量，测量mn.程度，地步，措施，办法,衡量；测量；措施
400,6,opening,0,n.口子，孔，开始，开端，空缺，机会adj.开始的，开幕的,空缺；开始的
401,6,opera,0,n.歌剧，歌剧团,歌剧
402,6,operate,0,v.运转，开动，(on)动手术，开刀，操作，开动机器,运转；动手术；操作
403,6,operation,0,n.运转，开动，操作;(on)手术,运转；操作；手术
404,6,operational,0,adj.操作的，运转的,操作的
405,6,operator,0,"n.操作人员,(（电话)接线员",操作人员
406,6,opinion,0,"n,意见，看法，主张",意见；看法；主张
407,6,opportunity,0,n.机会,机会
408,6,opponent,0,n.政手，对手，反对者adj.对立的，对抗的,对手；反对者
409,6,oppose,0,vt.反对，反抗,反对
410,6,opposite,0,adj.（to)相反的，对立的;对面的n.对立面，对立物prep.在……对面,相反的；对面的；对立面；对立物
411,6,oppress,0,vt.压迫，压制,压迫
412,6,scope,0,n.（组织、活动等的)范围，机会，余地,范围
413,6,score,0,n.得分，比分，分数，成绩，[单复同]二十个v得分，记分,得分；分数
414,6,scorn,0,vt/n.轻项，吕视,轻芒；鄙视
415,6,secure,0,"adj.安全的，可靠的，有把握的vt,使安全，保卫【解】v.弄到，获得",安全的；可靠的；使安全；保卫；获得
416,6,security,0,n.安全,安全
417,6,see,0,"此看见，察觉，理解，领会，获悉，知道，会见，访问，目睹,经历",看见；理解；会见；经历
418,6,seek,0,v.寻找，探索，征求，请求，[后接不定式]试图，设法,寻找；探索；请求；试图
419,6,seem,0,v(涉及推断)好像，似乎，看来，感到好像，觉得似乎;（表示不确切或客气)看起来好像，似乎,好像；似乎；看起来好像
420,6,seemingly,0,adv.表面上地，在……看来，就我们所知而言,表面上地
421,6,thrift,0,n.节俭，节约,节俭；节约
422,6,thrill,0,v.使非常兴奋，使非常激动n.兴奋，激动，引起激动的事情,使非常激动；兴奋；激动
423,6,thrive,0,vi.兴旺发过，繁荣，芭壮生长,兴旺发达；繁荣
424,6,through,0,prep.穿过，通过，从开始到结束;经由，以，因为，由于adv从头到尾，自始至终，直达地;彻底，完全，穿过（adj.直达的，直通的,穿过；通过；经由；以；从头到尾
425,6,throughout,0,prep.遍及，贯穿。adv.到处，全部，始终,遍及；贯穿；到处
426,6,tip,0,n.末端，尖端，小费，秘密消息，指点，忠告v给小费，向……透漏消息;倾斜，翻到，轻触，轻碰,尖端；小费；忠告；给小费
427,6,title,0,n.标题，题目，书名，称号，头衔，职称,标题；头衔；职称
428,6,urban,0,adj.城市的,城市的
429,6,urge,0,v.推进，鼓励，力劲，奶求nm.强烈的欲望，人迫切的要求，冲动,推进；力劝；强烈的欲望；冲动
430,6,urgent,0,adj.紧迫的，紧要的,紧迫的
431,6,utilize,0,vt.利用,利用
432,6,utter,0,vt.发出（声音等)，说，吐露。adj.完全的，彻底的，十足的,发出；说；完全的；彻底的
433,6,wonder,0,n.奇迹，奇事；惊奇，惊讶v（at)感到惊讶，感到话异，感到疑惑，想要知道,惊奇；惊诈；感到府异；想要知道
434,6,worship,0,n.崇拜，崇敬，礼拜，敬神，敬神活动v尝拜，敬奉，做礼拜，敬神，拜神,崇拜；敬奉
435,6,worth,0,adj.值……钱;值得……:拥有……财产nm.价值，作用,值得……-；价值
436,6,worthwhile,0,adj.值得（做)的,值得（做)的
437,6,worthy,0,adj.(of)值得…的，配得上…的;可尊敬的，有价值的大有作为的,值得…的；可尊敬的
438,6,write,0,v.写，写字，写信，号作,号；写信；写作
439,6,writer,0,n.作家，作者,作家；作者
440,7,tow,0,v.拖，拉，牵引,拖；牵引
441,7,toward,0,prep.（（表示运动方向)向(表示关系)对于，(表示时间)将近;（表示目的)为了,向；对于；为了
442,7,take,0,v(took，taken)拿取，携带;带去，引领;吃，服用;记录，拍摄;取得，接受;需要，花费，捕获，抓住，认为，当做n.（一次)录音，(一次)拍摄看法，意见，观点;收入额;捕捞量,拿取；带去；接受；需要；花费；看法；意见
